49,89257,7896004709130,"ATENOL+CLORTA 50+12,5MG 30CPR EMS",EMS GENERICOS,864,1779,4745,1186,2829,3622,1531,1442,1450,2468,1908,2465,-,-,-,-,-,-,-,-,-,-,-,-
50,89400,7896004725420,BROMETO IPRATROPIO FR 20ML EMS,EMS GENERICOS,69,67,1185,123,629,571,-,-,60,480,277,349,-,-,-,-,-,-,-,-,-,-,-,-
51,117234,7896004738406,CLOPIDOGREL 75MG 28CPR EMS,EMS GENERICOS,104,151,235,334,375,531,765,640,374,738,744,562,-,-,-,-,-,-,-,-,-,-,-,-
52,91057,7896004711195,NISTAT+OXIDO ZINCO PDA 60G EMS,EMS GENERICOS,6152,2026,9326,537,609,4283,400,288,174,598,160,217,-,-,-,-,-,-,-,-,-,-,-,-
53,89745,7896004701172,CLARITROMICINA*AM 500MG 10CPR EMS,EMS GENERICOS,250,176,298,110,227,69,146,251,255,252,146,243,-,-,-,-,-,-,-,-,-,-,-,-
54,90212,7896004725666,DESLORATADINA 5MG 10CPR EMS,EMS GENERICOS,-,974,3650,1005,202,-,496,928,880,532,963,1679,-,-,-,-,-,-,-,-,-,-,-,-
55,89230,7896004709123,ATENOL+CLORTA 100+25MG 30CPR EMS,EMS GENERICOS,25,-,352,74,296,143,125,74,58,498,59,-,-,-,-,-,-,-,-,-,-,-,-,-
56,117790,7896004758275,BUDESONIDA 64MCG 120ML EMS,EMS GENERICOS,-,504,2263,1138,2110,2275,1429,1649,1065,1076,836,2173,-,-,-,-,-,-,-,-,-,-,-,-
57,90050,7896004731704,PIOGLITAZONA 30MG 15CPR EMS,EMS GENERICOS,-,899,91,-,-1,-1,52,91,42,83,18,33,-,-,-,-,-,-,-,-,-,-,-,-
58,117684,7896004759845,SERTRALINA *C1 50MG 30CPR EMS,EMS GENERICOS,6854,4286,7580,10789,4808,4610,6129,6108,5735,2841,3645,5207,-,-,-,-,-,-,-,-,-,-,-,-
59,88897,7896004715292,ACETILCISTEINA 20MG/ML XPE INF 120ML EMS,EMS GENERICOS,166,109,2653,223,445,294,199,103,40,39,73,244,-,-,-,-,-,-,-,-,-,-,-,-
60,90743,7896004706474,GLIBENCLAMIDA 5MG 30CPR EMS,EMS GENERICOS,1181,949,1697,2308,1122,2442,724,723,728,679,1087,2337,-,-,-,-,-,-,-,-,-,-,-,-
61,89044,7896004718811,"ALPRAZOLAM*B1 0,25MG 30CPR EMS",EMS GENERICOS,465,627,890,457,552,964,663,691,573,717,441,642,-,-,-,-,-,-,-,-,-,-,-,-
62,90379,7896004729640,ROSUVASTATINA 10MG 30 CPR EMS,EMS GENERICOS,1868,2170,2740,2365,4489,3098,2494,2112,2839,1416,1564,1968,-,-,-,-,-,-,-,-,-,-,-,-
63,91413,7896004734392,"DROSPI+ETINIL 3+0,03MG 21CPR EMS",EMS GENERICOS,,2193,3953,486,1344,3015,1404,412,859,208,260,1231,-,-,-,-,-,-,-,-,-,-,-,-
64,91480,7896004713120,LEVOFLOXACINO*AM 500MG 10CPR EMS,EMS GENERICOS,81,26,-,59,129,234,229,21,425,318,288,117,-,-,-,-,-,-,-,-,-,-,-,-
65,101133,7896004749624,TADALAFILA 5MG 30CPR EMS,EMS GENERICOS,6,857,937,531,1933,660,972,610,1024,1958,1179,2707,-,-,-,-,-,-,-,-,-,-,-,-
66,89184,7896004704593,AMOXICILINA*AM BD 400MG/5ML 100ML EMS,EMS GENERICOS,210,229,1494,217,115,31,20,32,49,40,146,44,-,-,-,-,-,-,-,-,-,-,-,-
67,89630,7896004718460,CETOCONAZOL CRM 30G EMS,EMS GENERICOS,-,1679,-1,1924,721,-,844,1525,1755,1725,1408,2181,-,-,-,-,-,-,-,-,-,-,-,-
68,89176,7896004705477,AMOXICILINA*AM 500MG/5ML 150ML EMS,EMS GENERICOS,23,69,92,33,21,4,7,15,20,2,18,42,-,-,-,-,-,-,-,-,-,-,-,-
69,88870,7896004713342,ACETILCISTEINA 600MG 16ENV 5G EMS,EMS GENERICOS,1567,1453,12083,128,4360,2787,1281,1141,687,587,1255,1630,-,-,-,-,-,-,-,-,-,-,-,-
70,89753,7896004703497,CLARITROMICINA*AM 250MG/5ML XPE ADT 60ML EMS,EMS GENERICOS,69,154,598,134,55,28,25,20,27,25,24,21,-,-,-,-,-,-,-,-,-,-,-,-
71,91146,7896004722337,PARACE+PSEUDO 24CPR EMS,EMS GENERICOS,1933,2785,2356,-,5188,3643,2664,3158,3156,1856,2264,3371,-,-,-,-,-,-,-,-,-,-,-,-
72,90620,7896004739595,BISOPROLOL 10MG 30CPR EMS,EMS GENERICOS,187,478,860,174,295,376,136,147,126,498,128,71,-,-,-,-,-,-,-,-,-,-,-,-
73,89095,7896004703411,AMOXIC+CLAVUL*AM 500+125MG 18CPR EMS,EMS GENERICOS,336,269,936,563,450,576,546,215,166,225,390,946,-,-,-,-,-,-,-,-,-,-,-,-
74,109673,7896004752211,TRAZODONA*C1 50MG 60CPR EMS,EMS GENERICOS,245,684,44,245,959,1296,835,948,860,962,743,1037,-,-,-,-,-,-,-,-,-,-,-,-
75,89230,7896004709123,ATENOL+CLORTA 100+25MG 30CPR EMS,EMS GENERICOS,25,-,352,74,296,143,125,74,58,498,59,-,-,-,-,-,-,-,-,-,-,-,-,-
76,89354,7896004704616,BETAMETASONA ELIXIR 120ML EMS,EMS GENERICOS,36,63,212,72,180,90,209,170,130,99,65,168,-,-,-,-,-,-,-,-,-,-,-,-
77,90476,7896004705088,PIROXICAM 20MG 10CAP EMS,EMS GENERICOS,382,359,842,258,348,586,246,765,691,420,207,355,-,-,-,-,-,-,-,-,-,-,-,-
78,89745,7896004701172,CLARITROMICINA*AM 500MG 10CPR EMS,EMS GENERICOS,250,176,298,110,227,69,146,251,255,252,146,243,-,-,-,-,-,-,-,-,-,-,-,-
79,91600,7896004728766,FENTICONAZOL CRM GINE 40G+7APLIC EMS,EMS GENERICOS,146,131,191,,18,3,52,-,144,114,103,164,-,-,-,-,-,-,-,-,-,-,-,-
80,89656,7896004705125,CETOCO+BETAME CRM 30G EMS,EMS GENERICOS,409,793,12,935,1321,1230,279,3857,68,-6,5,1,-,-,-,-,-,-,-,-,-,-,-,-
81,89095,7896004703411,AMOXIC+CLAVUL*AM 500+125MG 18CPR EMS,EMS GENERICOS,336,269,936,563,450,576,546,215,166,225,390,946,-,-,-,-,-,-,-,-,-,-,-,-
82,139114,7896004752730,GLICLAZIDA 60MG 30CPR EMS,EMS GENERICOS,304,1080,1637,1,2,-,-,2156,1320,1063,1021,1796,-,-,-,-,-,-,-,-,-,-,-,-
83,89362,7896004710525,BEZAFIBRATO 200MG 20CPR EMS,EMS GENERICOS,210,180,370,187,174,322,133,336,898,1241,184,199,-,-,-,-,-,-,-,-,-,-,-,-
84,89214,7896004705781,ATENOLOL 25MG 30CPR EMS,EMS GENERICOS,128,705,674,4267,3302,2471,4302,1382,1522,4188,5404,-,-,-,-,-,-,-,-,-,-,-,-,-
85,90379,7896004729640,ROSUVASTATINA 10MG 30 CPR EMS,EMS GENERICOS,1868,2170,2740,2365,4489,3098,2494,2112,2839,1416,1564,1968,-,-,-,-,-,-,-,-,-,-,-,-
86,89770,7896004712932,"CLONAZEPAM*B1 2,5MG/ML GTS 20ML EMS",EMS GENERICOS,523,670,1371,766,1043,949,621,931,661,3645,5302,7853,-,-,-,-,-,-,-,-,-,-,-,-
87,89478,7896004731261,"CARVEDILOL 3,125MG 30CPR EMS",EMS GENERICOS,627,1059,2525,3160,1050,1,2100,1346,2175,2950,877,-,-,-,-,-,-,-,-,-,-,-,-,-
88,118567,7896004705842,ATENOLOL 100MG 30CPR EMS,EMS GENERICOS,170,129,197,148,109,267,90,200,67,206,-39,149,-,-,-,-,-,-,-,-,-,-,-,-
89,118257,7896004728612,VENLAFAXINA*C1 150MG 30CPR EMS,EMS GENERICOS,12,42,,-,9,106,119,78,66,84,10,43,-,-,-,-,-,-,-,-,-,-,-,-
90,90336,7896004742007,DICLOFENACO SODICO 50MG 20CPR EMS,EMS GENERICOS,-,299,744,632,826,927,988,137,1897,1077,429,1565,-,-,-,-,-,-,-,-,-,-,-,-
91,89826,7896004730189,CICLOBENZAPRINA 10MG 30CPR EMS,EMS GENERICOS,331,470,847,636,468,601,491,423,446,389,414,555,-,-,-,-,-,-,-,-,-,-,-,-
92,123412,7896004756431,PARACE+CODEIN*A2 500+30MG 36CPR EMS,EMS GENERICOS,326,597,1155,138,546,652,546,518,574,827,659,690,-,-,-,-,-,-,-,-,-,-,-,-
93,90140,7896004706375,"CLORTALIDONA 12,5MG 60CPR EMS",EMS GENERICOS,1407,1340,3381,1428,1787,2444,1885,2039,2386,2543,2342,2441,-,-,-,-,-,-,-,-,-,-,-,-
94,129054,7896004761817,"TANSULOSINA 0,4MG 30CPR EMS",EMS GENERICOS,299,268,831,-65,568,675,635,522,1026,800,735,545,-,-,-,-,-,-,-,-,-,-,-,-
95,90620,7896004739595,BISOPROLOL 10MG 30CPR EMS,EMS GENERICOS,187,478,860,174,295,376,136,147,126,498,128,71,-,-,-,-,-,-,-,-,-,-,-,-
96,89389,7896004716268,BROMAZEPAM*B1 3MG 30CPR EMS,EMS GENERICOS,211,411,471,340,989,357,257,219,352,351,242,338,-,-,-,-,-,-,-,-,-,-,-,-
97,90484,7896004733234,PREDNISOLONA 20MG 10CPR EMS,EMS GENERICOS,2125,2850,4709,1172,1814,2383,1645,2328,2416,1797,1299,3976,-,-,-,-,-,-,-,-,-,-,-,-
98,117242,7896004700540,ENALAPRIL 20MG 30CPR EMS,EMS GENERICOS,839,1480,2877,4225,70,1653,2498,1744,919,1305,958,1239,-,-,-,-,-,-,-,-,-,-,-,-
99,89117,7896004719597,AMOXIC+CLAVUL*AM 875+125MG 14CPR EMS,EMS GENERICOS,481,419,991,426,909,1229,174,432,385,898,671,1927,-,-,-,-,-,-,-,-,-,-,-,-
100,118451,7896004703633,LANSOPRAZOL 30MG 28CPR EMS,EMS GENERICOS,-,30,112,15,66,68,8,73,8,29,12,71,-,-,-,-,-,-,-,-,-,-,-,-
101,118079,7896004701967,OMEPRAZOL 20MG 28CPR EMS,EMS GENERICOS,30,33,117,190,7,21,14,91,17,67,142,250,-,-,-,-,-,-,-,-,-,-,-,-
102,89672,7896004705606,CETOCO+BETAME+NEOMIC CRM 30G EMS,EMS GENERICOS,2968,1950,4652,352,2865,608,264,1947,254,271,231,314,-,-,-,-,-,-,-,-,-,-,-,-
103,90468,7896004723563,DOMPERIDONA 10MG 30CPR EMS,EMS GENERICOS,1116,1457,3270,995,4622,3341,2396,1996,1688,2621,2746,3190,-,-,-,-,-,-,-,-,-,-,-,-
104,91707,7896004713021,TOPIRAMATO*C1 25MG 60CPR EMS,EMS GENERICOS,138,248,347,218,315,373,210,364,278,130,134,92,-,-,-,-,-,-,-,-,-,-,-,-
105,90867,7896004728827,"INDAPAMIDA 1,5MG 30CPR EMS",EMS GENERICOS,5799,2841,8451,2278,7133,5254,2135,2197,1911,2826,2128,1584,-,-,-,-,-,-,-,-,-,-,-,-
106,89672,7896004705606,CETOCO+BETAME+NEOMIC CRM 30G EMS,EMS GENERICOS,2968,1950,4652,352,2865,608,264,1947,254,271,231,314,-,-,-,-,-,-,-,-,-,-,-,-
107,91634,7896004747002,ESCITALOPRAM*C1 15MG 30CPR EMS,EMS GENERICOS,130,284,545,415,644,715,534,536,715,533,338,922,-,-,-,-,-,-,-,-,-,-,-,-
108,91138,7896004701271,CIPROFLOXACINO*AM 500MG 14CPR EMS,EMS GENERICOS,222,336,695,235,763,364,242,350,181,430,738,795,-,-,-,-,-,-,-,-,-,-,-,-
109,105821,7896004756875,LISINA+CICLOB 125+5MG 15CPR EMS,EMS GENERICOS,981,1280,2311,508,1366,2246,1544,1650,1324,1470,851,578,-,-,-,-,-,-,-,-,-,-,-,-
110,118214,7896004703794,TERBINAFINA 250MG 14CPR EMS,EMS GENERICOS,40,103,99,83,83,66,105,156,176,94,8,281,-,-,-,-,-,-,-,-,-,-,-,-
111,91545,7896004701462,LORAZEPAM*B1 2MG 20CPR EMS,EMS GENERICOS,267,641,1227,635,942,855,406,668,622,682,370,1341,-,-,-,-,-,-,-,-,-,-,-,-
112,118150,7896004700441,AMOXICILINA*AM 500MG 15CPR EMS,EMS GENERICOS,25,42,77,44,38,42,105,111,121,70,36,87,-,-,-,-,-,-,-,-,-,-,-,-
113,89630,7896004718460,CETOCONAZOL CRM 30G EMS,EMS GENERICOS,-,1679,-1,1924,721,-,844,1525,1755,1725,1408,2181,-,-,-,-,-,-,-,-,-,-,-,-
114,89150,7896004706382,AMOXICILINA*AM 875MG 14CPR EMS,EMS GENERICOS,315,450,645,131,100,181,154,271,287,220,171,343,-,-,-,-,-,-,-,-,-,-,-,-
115,89290,7896004729442,ATORVASTATINA 40MG 30CPR EMS,EMS GENERICOS,-,-,1978,-,2,-,4426,13225,3933,4325,3151,2123,-,-,-,-,-,-,-,-,-,-,-,-
116,111600,7896004700991,CLARITROMICINA*AM 500MG 14CPR EMS,EMS GENERICOS,285,310,544,157,199,240,196,236,191,218,145,663,-,-,-,-,-,-,-,-,-,-,-,-
117,90778,7896004711232,GLIMEPIRIDA 4MG 30CPR EMS,EMS GENERICOS,109,461,771,156,246,173,176,184,142,202,245,140,-,-,-,-,-,-,-,-,-,-,-,-
118,89478,7896004731261,"CARVEDILOL 3,125MG 30CPR EMS",EMS GENERICOS,627,1059,2525,3160,1050,1,2100,1346,2175,2950,877,-,-,-,-,-,-,-,-,-,-,-,-,-
119,91235,7896004713717,"OXIMETAZOLINA 0,25MG/ML SOL NASAL INF 20ML EMS",EMS GENERICOS,42,21,102,7,51,42,28,96,103,44,35,32,-,-,-,-,-,-,-,-,-,-,-,-
120,89303,7896004715957,AZITROMICINA*AM 500MG 3CPR EMS,EMS GENERICOS,48,107,50,-5,-,-,360,443,317,560,269,549,-,-,-,-,-,-,-,-,-,-,-,-
121,118206,7896004743646,ZOLPIDEM*B1 10MG 10CPR EMS,EMS GENERICOS,3,-,43,19,-,5,28,2,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
122,90310,7896004708652,SIMETICONA 125MG 10CAP GEL EMS,EMS GENERICOS,222,465,837,470,1230,1156,367,651,728,554,210,711,-,-,-,-,-,-,-,-,-,-,-,-
123,91723,7896004704586,BETAME+GENTAM+TOLNAF+CLIOQU*AM CRM 20G EMS,EMS GENERICOS,262,428,489,116,235,261,368,447,520,85,-,-1,-,-,-,-,-,-,-,-,-,-,-,-
124,90573,7896004711034,ESPIRONOLACTONA 50MG 30CPR EMS,EMS GENERICOS,576,722,1752,676,555,996,483,718,601,977,501,949,-,-,-,-,-,-,-,-,-,-,-,-
125,91634,7896004747002,ESCITALOPRAM*C1 15MG 30CPR EMS,EMS GENERICOS,130,284,545,415,644,715,534,536,715,533,338,922,-,-,-,-,-,-,-,-,-,-,-,-
126,90530,7896004715902,NEOMIC+BACITR PDA 15G EMS,EMS GENERICOS,2181,2299,2923,1312,2024,3795,2160,2491,3426,2224,1857,3553,-,-,-,-,-,-,-,-,-,-,-,-
127,117234,7896004738406,CLOPIDOGREL 75MG 28CPR EMS,EMS GENERICOS,104,151,235,334,375,531,765,640,374,738,744,562,-,-,-,-,-,-,-,-,-,-,-,-
128,89176,7896004705477,AMOXICILINA*AM 500MG/5ML 150ML EMS,EMS GENERICOS,23,69,92,33,21,4,7,15,20,2,18,42,-,-,-,-,-,-,-,-,-,-,-,-
129,89664,7896004705118,CETOCO+BETAME PDA 30G EMS,EMS GENERICOS,1014,866,1040,-1,616,1210,1018,1261,641,891,820,1268,-,-,-,-,-,-,-,-,-,-,-,-
130,117137,7896004759593,SERTRALINA *C1 100MG 30CPR EMS,EMS GENERICOS,96,240,,,-,185,78,457,95,429,314,506,-,-,-,-,-,-,-,-,-,-,-,-
131,117790,7896004758275,BUDESONIDA 64MCG 120ML EMS,EMS GENERICOS,-,504,2263,1138,2110,2275,1429,1649,1065,1076,836,2173,-,-,-,-,-,-,-,-,-,-,-,-
132,101133,7896004749624,TADALAFILA 5MG 30CPR EMS,EMS GENERICOS,6,857,937,531,1933,660,972,610,1024,1958,1179,2707,-,-,-,-,-,-,-,-,-,-,-,-
133,89460,7896004731322,CARVEDILOL 25MG 30CPR EMS,EMS GENERICOS,589,698,1410,2607,15,-,1958,1542,1374,1803,1812,-,-,-,-,-,-,-,-,-,-,-,-,-
134,89036,7896004713618,ALGEST+ESTRAD 1AMP 1ML EMS,EMS GENERICOS,4548,2727,3475,2200,3048,3385,565,744,206,773,234,781,-,-,-,-,-,-,-,-,-,-,-,-
135,88900,7896004712048,TRIANCINOLONA ORABASE PDA 10G EMS,EMS GENERICOS,2329,2530,3221,1676,1102,,3104,1551,3219,2549,2331,3963,-,-,-,-,-,-,-,-,-,-,-,-
136,91383,7896004715674,DIPIRONA 50MG/ML 100ML EMS,EMS GENERICOS,2089,1967,20301,-10,514,994,617,485,767,1106,1123,1582,-,-,-,-,-,-,-,-,-,-,-,-
137,90913,7896004713915,LOSART+HIDROC 100+25MG 30CPR EMS,EMS GENERICOS,91,114,199,157,126,150,154,259,-20,-85,-1,-,-,-,-,-,-,-,-,-,-,-,-,-
138,89044,7896004718811,"ALPRAZOLAM*B1 0,25MG 30CPR EMS",EMS GENERICOS,465,627,890,457,552,964,663,691,573,717,441,642,-,-,-,-,-,-,-,-,-,-,-,-
139,90891,7896004722870,LOSARTANA 100MG 30CPR EMS,EMS GENERICOS,80,289,459,205,321,239,56,473,512,390,266,145,-,-,-,-,-,-,-,-,-,-,-,-
140,91014,7896004703480,METILDOPA 250MG 30CPR EMS,EMS GENERICOS,-27,5979,24,15023,-7,2647,1470,1685,1762,1961,792,2036,-,-,-,-,-,-,-,-,-,-,-,-
141,88978,7896004703572,ACIDO ACETILSALICILICO 500MG 200CPR 20X10 EMS,EMS GENERICOS,109,100,483,53,-285,186,108,170,86,189,93,262,-,-,-,-,-,-,-,-,-,-,-,-
142,90492,7896004723570,DOMPERIDONA 10MG 60CPR EMS,EMS GENERICOS,1074,1550,2321,820,747,1498,1448,1540,1277,1531,1361,1409,-,-,-,-,-,-,-,-,-,-,-,-
143,89800,7896004726908,CICLOBENZAPRINA 10MG 10CPR EMS,EMS GENERICOS,449,561,617,442,577,597,954,624,673,432,518,520,-,-,-,-,-,-,-,-,-,-,-,-
144,121851,7896004703343,FLUCONAZOL*AM 150MG 2CPR EMS,EMS GENERICOS,11,-1,3,60,54,177,257,145,259,269,129,731,-,-,-,-,-,-,-,-,-,-,-,-
